556333776	Changuinola virus isolate CGLV/BE AN 28873 segment 3, complete sequence
556333787	Changuinola virus isolate CGLV/BE AN 28873 segment 8, complete sequence
556333796	Changuinola virus isolate CGLV/BE AN 28873 segment 10, complete sequence
556333809	Changuinola virus isolate CGLV/BE AN 28873 segment 1, complete sequence
556333821	Changuinola virus isolate CGLV/BE AN 28873 segment 4, complete sequence
556333832	Changuinola virus isolate CGLV/BE AN 28873 segment 6, complete sequence
556333844	Changuinola virus isolate CGLV/BE AN 28873 segment 9, complete sequence
556333860	Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-216/GER/2012, complete genome
556333883	East African cassava mosaic Malawi virus clone EACMMV[MA:S8:07]B segment DNA-B, complete sequence
556333909	East African cassava mosaic Malawi virus clone EACMMV[MA:07:S4] AV2 (AV2), CP (AV1), REn (AC3), TrAP (AC2), and Rep genes, complete cds
556503837	Mesocricetus auratus papillomavirus 1 complete genome, isolate APV10
556549034	Clostera anastomosis granulovirus isolate CaLGV-Henan, complete genome
82503188	Human herpesvirus 4 complete wild type genome
401829604	Aino virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate 38K
401829606	Aino virus N and NSs genes, segment S, genomic RNA, isolate 38K
401829609	Sathuperi virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA
401829611	Sathuperi virus N and NSs genes, segment S, genomic RNA
401829614	Shamonda virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate Ib An 5550
401829616	Shamonda virus N and NSs genes, segment S, genomic RNA, isolate Ib An 5550
401829619	Aino virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate 38K
401829621	Sathuperi virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA
401829623	Shamonda virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate Ib An 5550
401829625	Simbu virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate SA Ar 53
401829627	Simbu virus N and NSs genes, segment S, genomic RNA, isolate SA Ar 53
401829630	Simbu virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate SA Ar 53
509141536	Edwardsiella phage PEi2 DNA, complete genome
508177721	Streptomyces phage Lika, complete genome
508178941	Streptomyces phage Sujidade, complete genome
509141363	Streptomyces phage Zemlya, complete genome
557307365	Erwinia phage FE44, complete genome
557307417	Tall oatgrass mosaic virus isolate Benesov, complete genome
557307421	Pseudomonas phage MPK6, complete genome
557307474	Vibrio phage VPUSM 8, complete genome
557307519	Solenopsis invicta densovirus isolate SiDNV-Arg, complete genome
557307526	Shigella phage SfIV, complete genome
557307584	Enterobacteria phage fiAA91-ss, complete genome
557307628	Cyanophage PP, complete genome
557307672	Salmonella phage SETP13, complete genome
557307743	Mycobacterium phage Fredward, complete genome
557307848	Salmonella phage SETP7, complete genome
557307918	American bat vesiculovirus TFFN-2013 isolate liver2008, complete genome
557307926	Lactobacillus phage J-1, complete genome
557307993	Lactobacillus phage PL-1, complete genome
557308055	Staphylococcus phage YMC/09/04/R1988, complete genome
557428123	Streptococcus phage TP-778L complete genome
557478762	Bacillus phage CampHawk, complete genome
394743611	Lettuce necrotic stunt virus, complete genome
394743638	Gooseberry vein banding virus, complete genome
394922808	Chaoyang virus, complete genome
394922884	Gyrovirus GyV3, complete genome
394935448	Rabbit coronavirus HKU14, complete genome
394935462	Tianjin totivirus, complete genome
394935469	Canary polyomavirus, complete genome
395406760	SFTS virus HB29 segment L, complete genome
395406762	SFTS virus HB29 segment S, complete genome
395406765	SFTS virus HB29 segment M, complete genome
396587253	Arracacha mottle virus, complete genome
313493553	Tomato leaf curl Cameroon alphasatellite, complete genome
313493551	Ageratum leaf curl Buea betasatellite, complete genome
313501306	Ageratum leaf curl Cameroon alphasatellite, complete genome
311788801	Ageratum leaf curl Cameroon virus, complete genome
288860179	Cotton leaf curl Burewala alphasatellite, complete genome
288966115	Cotton leaf curl Burewala betasatellite, complete genome
288860181	Croton yellow vein mosaic alphasatellite, complete genome
238801880	Streptococcus phage 5093, complete genome
192823996	Mycobacterium phage KBG, complete genome
192823901	Mycobacterium phage Jasper, complete genome
154814487	Chrysanthemum virus B, complete genome
95116639	Marine birnavirus segment A, complete genome
90592575	Lactobacillus phage KC5a, complete genome
9632550	Viral hemorrhagic septicemia virus Fil3, complete genome
9627980	Saccharomyces cerevisiae virus L-BC (La), complete genome
9628550	Human papillomavirus type 50, complete genome
9628566	Human papillomavirus type 60, complete genome
9628542	Human papillomavirus type 48, complete genome
395652960	Citrus chlorotic dwarf associated virus, complete genome
399498791	Salmonella phage vB_SemP_Emek, complete genome
399498862	Staphylococcus phage SpaA1, complete genome
399528315	Marinomonas phage P12026, complete genome
399528419	Persicivirga phage P12024S, complete genome
399528479	Persicivirga phage P12024L, complete genome
399528538	Leuconostoc phage Lmd1, complete genome
399528579	Pseudomonas phage MP42, complete genome
399528633	Croceibacter phage P2559S, complete genome
399528702	Burkholderia phage KL1, complete genome
399528758	Salmonella phage vB_SosS_Oslo, complete genome
399528838	Celeribacter phage P12053L, complete genome
399529040	Burkholderia phage AH2, complete genome
399528962	Pseudomonas phage MP1412, complete genome
400354812	Bat hepevirus, complete genome
400354816	Grapevine Anatolian ringspot virus RNA 1, complete genome
400354821	Grapevine Anatolian ringspot virus RNA 2, complete genome
400354851	Sibine fusca densovirus, complete genome
400354974	Amazon lily mild mottle virus RNA 1, complete genome
400354993	Amazon lily mild mottle virus RNA 2, complete genome
400355025	Amazon lily mild mottle virus RNA 3, complete genome
399528895	Staphylococcus phage vB_SepiS-phiIPLA5, complete genome
399529119	Staphylococcus phage vB_SepiS-phiIPLA7, complete genome
401715646	Sweet potato virus C-6, complete genome
401715657	Papilio polyxenes densovirus, complete genome
401715661	Arabis mosaic virus small satellite RNA barley/CHE/1991 RNA3-VI, complete genome
401723014	Burkholderia phage DC1, complete genome
401817560	French bean severe leaf curl virus, complete genome
401817563	Cronobacter phage phiES15, complete genome
401829598	Grapevine virus F, complete genome
383081726	Porcine coronavirus HKU15, complete genome
383081734	White-eye coronavirus HKU16, complete genome
383080765	Magpie-robin coronavirus HKU18, complete genome
383080775	Night-heron coronavirus HKU19, complete genome
383080784	Wigeon coronavirus HKU20, complete genome
383080795	Common-moorhen coronavirus HKU21, complete genome
380877198	Donggang virus, complete genome
380877200	Centrosema yellow spot virus DNA-A, complete genome
380877206	Macroptilium yellow spot virus DNA-A, complete genome
380877212	Macroptilium yellow vein virus DNA-A, complete genome
380877218	Macroptilium yellow net virus DNA A, complete genome
380877224	Macroptilium yellow net virus DNA B, complete genome
380877227	Clitocybe odora virus, complete genome
380877229	Cassava mosaic Madagascar virus DNA A, complete genome
380877236	Cassava mosaic Madagascar virus DNA B, complete genome
9632287	Chlamydia phage PhiCPG1, complete genome
9632377	Potato yellow mosaic Panama virus DNA A, complete sequence
9632383	Potato yellow mosaic Panama virus DNA B, complete sequence
9625519	Sulfolobus virus 1, complete genome
9626482	Bovine polyomavirus, complete genome
9626993	Minute virus of mice, complete genome
9627190	Bovine parvovirus, complete genome
9627203	Arabis mosaic virus small satellite RNA, complete genome
9627486	Mastomys natalensis papillomavirus, complete genome
9627742	Autographa californica nucleopolyhedrovirus, complete genome
9628421	Simian virus 40, complete genome
9628445	Rhesus monkey papillomavirus, complete genome
9628660	Lactococcus phage c2, complete genome
9629641	Adeno-associated virus - 4, complete genome
14575752	Petunia vein clearing virus, complete genome
45597171	Spiroplasma phage SVTS2, complete genome
9630125	Bacillus phage SPBc2, complete genome
9630327	Enterobacteria phage P2, complete genome
9630378	Diatraea saccharalis densovirus, complete genome
9630663	Bean dwarf mosaic virus DNA B, complete genome
9630666	Bean dwarf mosaic virus DNA A, complete genome
9630691	Squash leaf curl virus A component DNA, complete sequence
9630696	Squash leaf curl virus B component DNA, complete sequence
9630747	Enterobacteria phage If1, complete genome
9631294	Melanoplus sanguinipes entomopoxvirus, complete genome
9632466	Enterobacteria phage 933W, complete genome
29366675	Enterobacteria phage T4, complete genome
9632893	Streptococcus phage Sfi19, complete genome
9632989	Pepper leaf curl virus DNA-A, complete genome
9633550	Acyrthosiphon pisum bacteriophage APSE-1, complete genome
9634119	Enterobacteria phage HK022, complete genome
9634626	Streptococcus phage 7201, complete genome
12280941	Porcine circovirus 1, complete genome
9634983	Streptococcus phage Sfi11, complete genome
9628826	Porcine parvovirus, complete genome
9627994	Cassava vein mosaic virus, complete genome
9635132	Rabbit oral papillomavirus, complete genome
9634957	Torque teno mini virus 9, complete genome
9626081	Pepper huasteco yellow vein virus DNA A, complete sequence
9626131	Pepper huasteco yellow vein virus DNA B, complete sequence
110645916	Adeno-associated virus - 2, complete genome
9626316	Pseudomonas phage Pf3, complete genome
159192286	Enterobacteria phage PRD1, complete genome
9629143	Chlamydia phage Chp1, complete genome
9630683	Potato yellow mosaic virus DNA A, complete sequence
9630688	Potato yellow mosaic virus DNA B, complete sequence
9626510	Acholeplasma phage L2, complete genome
9626658	Coconut foliar decay virus, complete genome
9626665	Chloris striate mosaic virus, complete genome
9626687	Digitaria streak virus, complete genome
9626714	Ground squirrel hepatitis virus, complete genome
28376615	Murine pneumotropic virus, complete genome
9626986	Tomato golden mosaic virus DNA A, complete sequence
9626988	Tomato golden mosaic virus DNA B, complete sequence
9627065	Deer papillomavirus, complete genome
9627180	BK polyomavirus, complete genome
9627196	Cottontail rabbit papillomavirus, complete genome
9627990	Panicum streak virus - Karino, complete genome
9628600	Haemophilus phage HP1, complete genome
9630699	Tomato mottle virus DNA A, complete sequence
9630704	Tomato mottle virus DNA B, complete sequence
9695413	Lymphocystis disease virus 1, complete genome
9629636	Tomato mottle Taino virus DNA A, complete sequence
9630640	Tomato mottle Taino virus DNA B, complete sequence
9632368	Sida golden mosaic virus DNA-A, complete sequence
9632374	Sida golden mosaic virus DNA-B, complete sequence
11038431	Orgyia pseudotsugata MNPV, complete genome
9630464	Enterobacteria phage N15, complete genome
9630761	Vibrio phage fs2, complete genome
9630816	Bombyx mori NPV, complete genome
356457872	Human parvovirus B19, complete genome
9633605	Periplaneta fuliginosa densovirus, complete genome
9635250	Xestia c-nigrum granulovirus, complete genome
9635467	Vibrio phage VfO3K6, complete genome
9635478	Vibrio phage VfO4K68, complete genome
9845214	Cotton leaf curl Gezira virus, complete genome
9629653	Lactococcus phage sk1, complete genome
9964314	Amsacta moorei entomopoxvirus 'L', complete genome
9628649	Goose parvovirus, complete genome
10140926	Alcelaphine herpesvirus 1, complete genome
10257473	Horseradish curly top virus, complete genome
10518470	Tomato rugose mosaic virus DNA A, complete sequence
10518476	Tomato rugose mosaic virus DNA B, complete sequence
10518479	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 1, complete sequence
10518480	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 2, complete sequence
10518481	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 3, complete sequence
10518482	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 5, complete sequence
10518483	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 6, complete sequence
10518484	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 7, complete sequence
10518485	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 8, complete sequence
10518486	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 9, complete sequence
10518487	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 10, complete sequence
10518489	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 11, complete sequence
10518490	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 4, complete sequence
10834856	Gallid herpesvirus 3, complete genome
11068003	Plutella xylostella granulovirus, complete genome
9633494	Enterobacteria phage Mu, complete genome
12084824	Meleagrid herpesvirus 1, complete genome
12085135	Bdellovibrio phage phiMH2K, complete genome
159159425	Helicoverpa armigera nucleopolyhedrovirus G4, complete genome
12657854	Mycobacterium phage Bxb1, complete genome
13095680	Lactococcus prophage bIL285, complete genome
13095862	Lactococcus prophage bIL310, complete genome
13095891	Lactococcus prophage bIL312, complete genome
13242472	Ectocarpus siliculosus virus 1, complete genome
13559823	Enterobacteria phage HK620, complete genome
13786531	Lactococcus phage TP901-1, complete genome
14327711	Discula destructiva virus 1 segment 1, complete genome
14329171	Discula destructiva virus 1 segment 2, complete genome
14329173	Discula destructiva virus 1 segment 3, complete genome
14329174	Discula destructiva virus 1 RNA 4, complete genome
14602241	Cydia pomonella granulovirus, complete genome
14602460	Tobacco leaf curl Zimbabwe virus, complete genome
14647158	Ageratum yellow vein Sri Lanka virus segment A, complete genome
14717136	Cucurbit leaf crumple virus DNA A, complete sequence
14717141	Cucurbit leaf crumple virus DNA B, complete sequence
15029533	Sugarcane bacilliform IM virus, complete genome
15078713	Invertebrate iridescent virus 6, complete genome
15148076	Goose circovirus, complete genome
15187162	Porcine endogenous retrovirus E, complete genome
15320657	Epiphyas postvittana NPV, complete genome
15320794	Culex nigripalpus NPV, complete genome
21263121	Blueberry red ringspot virus, complete genome
16507262	Cotton leaf curl Rajasthan virus segment A, complete genome
13487801	Lactococcus phage Tuc2009, complete genome
158267608	Sulfolobus islandicus filamentous virus, complete genome
9632937	Streptococcus phage Sfi21, complete genome
9634221	Spodoptera exigua MNPV, complete genome
9635677	Staphylococcus prophage phiPV83, complete genome
9910036	Mycoplasma phage P1, complete genome
47073736	Staphylococcus phage phiSLT, complete genome
15617474	Spodoptera litura NPV, complete genome
13095658	Lactococcus prophage bIL311, complete genome
17017954	Planaria asexual strain-specific virus-like element type 1 small DNA segment, complete genome
17017957	Planaria asexual strain-specific virus-like element type 1 large DNA segment, complete genome
17426228	Staphylococcus phage phiETA, complete genome
29789895	Bacteriophage PSA, complete genome
17975105	Vibrio phage K139, complete genome
18034800	Temperate phage phiNIH1.1, complete genome
18071213	Sinorhizobium phage PBC5, complete genome
18138397	Halorubrum phage HF2, complete genome
18138257	Helicoverpa zea SNPV, complete genome
18249855	Soybean crinkle leaf virus, complete genome
18450263	Tobacco vein clearing virus, complete genome
18450238	Miscanthus streak virus - [91], complete genome
18450262	Rice yellow mottle virus satellite, complete genome
18450268	Citrus yellow mosaic virus, complete genome
18496886	Mycobacterium phage TM4, complete genome
139472801	Human herpesvirus 8, complete genome
19073908	Bhendi yellow vein mosaic virus, complete genome
9630525	Methanobacterium phage psiM2, complete genome
19387568	Spiroplasma phage 4, complete genome
19548987	Enterobacteria phage SfV, complete genome
19718349	Propionibacterium phage B5, complete genome
19744944	Atkinsonella hypoxylon partitivirus RNA 1, complete sequence
19744946	Atkinsonella hypoxylon partitivirus RNA 2, complete sequence
19744948	Atkinsonella hypoxylon partitivirus RNA 3, complete sequence
19919896	Bean calico mosaic virus DNA A, complete sequence
19919902	Bean calico mosaic virus DNA B, complete sequence
20065963	Clostridium phage phi3626, complete genome
20065797	Stx2 converting phage I, complete genome
20069879	Mamestra configurata NPV-A, complete genome
20087066	Cereal yellow dwarf virus-RPV satellite RNA, complete genome
20095240	Chrysanthemum chlorotic mottle viroid, complete genome
20143469	Eupatorium yellow vein virus, complete genome
20153400	Honeysuckle yellow vein mosaic virus, complete genome
20177457	Milk vetch dwarf virus segment 1, complete sequence
20177459	Milk vetch dwarf virus segment 2, complete sequence
20177461	Milk vetch dwarf virus segment 3, complete sequence
20177463	Milk vetch dwarf virus segment 4, complete sequence
20177465	Milk vetch dwarf virus segment 5, complete sequence
20177467	Milk vetch dwarf virus segment 6, complete sequence
20177469	Milk vetch dwarf virus segment 7, complete sequence
20177471	Milk vetch dwarf virus segment 8, complete sequence
20177473	Milk vetch dwarf virus segment 9, complete sequence
20177475	Milk vetch dwarf virus segment 10, complete sequence
20177477	Milk vetch dwarf virus segment 11, complete sequence
30844336	Cowpox virus, complete genome
20178610	Tomato chlorotic mottle virus DNA A, complete sequence
20178616	Tomato chlorotic mottle virus DNA B, complete sequence
20279530	Watermelon chlorotic stunt virus DNA A, complete sequence
20279537	Watermelon chlorotic stunt virus DNA B, complete sequence
20428539	Sugarcane streak virus - [Natal], complete genome
20514675	Spiroplasma phage 1-C74, complete genome
20522146	South African cassava mosaic virus DNA A, complete sequence
20522153	South African cassava mosaic virus DNA B, complete sequence
20530224	Subterranean clover stunt virus DNA 8, complete genome
20530226	Subterranean clover stunt virus DNA 1, complete sequence
20530228	Subterranean clover stunt virus DNA 2, complete sequence
20530230	Subterranean clover stunt virus DNA 3, complete sequence
20530232	Subterranean clover stunt virus DNA 4, complete sequence
20530234	Subterranean clover stunt virus DNA 5, complete sequence
20530236	Subterranean clover stunt virus DNA 6, complete sequence
20530238	Subterranean clover stunt virus DNA 7, complete sequence
20564135	Tobacco yellow dwarf virus, complete genome
108516129	Tomato golden mottle virus DNA B, complete sequence
108518227	Tomato golden mottle virus DNA A, complete sequence
20564177	Chino del tomate virus DNA A, complete sequence
20564183	Chino del tomate virus DNA B, complete sequence
20806076	Solanum nodiflorum mottle virus satellite RNA, complete genome
20806029	Dicliptera yellow mottle virus DNA A, complete sequence
20806034	Dicliptera yellow mottle virus DNA B, complete sequence
20806021	Squash yellow mild mottle virus DNA B, complete sequence
20806024	Melon chlorotic leaf curl virus DNA A, complete sequence
20806015	Cabbage leaf curl virus DNA A, complete sequence
20889306	Cabbage leaf curl virus DNA B, complete sequence
20806520	Tomato mosaic Havana virus DNA A, complete sequence
20806526	Tomato mosaic Havana virus DNA B, complete sequence
21071085	Tobacco ringspot virus satellite RNA, complete genome
21165975	Tomato leaf curl Bangalore virus, complete genome
21218463	Tomato leaf curl virus, complete genome
21218470	Tomato leaf curl Karnataka virus, complete genome
21218477	Tomato leaf curl Taiwan virus, complete genome
21234419	Velvet tobacco mottle virus Satellite RNA, complete genome
21326229	Psittacus erithacus timneh papillomavirus, complete genome
163869641	Ovine adenovirus D, complete genome
21493006	Bean golden mosaic virus DNA A, complete sequence
21493011	Bean golden mosaic virus DNA B, complete sequence
9626462	Bean golden yellow mosaic virus DNA B, complete sequence
9626465	Bean golden yellow mosaic virus DNA A, complete sequence
21557572	Satellites of Trichomonas vaginalis T1 virus, complete genome
21686665	Phthorimaea operculella granulovirus, complete genome
9630386	Mycobacterium phage D29, complete genome
9626243	Enterobacteria phage lambda, complete genome
21844535	Fringilla coelebs papillomavirus, complete genome
21911441	Hollyhock leaf crumple virus, complete genome
22091104	Natrialba phage PhiCh1, complete genome
22123916	Hollyhock leaf crumple virus satellite DNA, complete genome
22123917	OkLCV satDNA 10, complete genome
22128594	Pepper golden mosaic virus DNA B, complete sequence
22128597	Pepper golden mosaic virus DNA A, complete sequence
22256030	Woodchuck hepatitis virus, complete genome
22726208	Papaya leaf curl virus, complete genome
22788704	Tomato leaf curl Vietnam virus DNA A, complete genome
370702946	Helicoverpa zea nudivirus 2, complete genome
22855148	Bacillus phage B103, complete genome
22854993	Bacillus phage phi105, complete genome
23096165	Pepper leaf curl Bangladesh virus segment A component, complete genome
23334606	Galleria mellonella densovirus, complete genome
23334621	Casphalia extranea densovirus, complete genome
23334616	Planococcus citri densovirus, complete genome
23343515	Human erythrovirus V9, complete genome
23455719	Lactococcus phage r1t, complete genome
23455848	Streptococcus phage O1205, complete genome
23455823	Vibrio phage fs1, complete genome
23505445	Salmonella phage ST64B, complete genome
23577820	Rachiplusia ou MNPV, complete genome
17981815	Haemophilus phage HP2, complete genome
18959285	Ageratum yellow vein Singapore alphasatellite-[Singapore;1998], complete genome
27228718	Taro bacilliform virus, complete genome
27311175	Vibrio phage VHML, complete genome
227811306	Thermus phage IN93, complete genome
27819377	Kalanchoe top-spotting virus, complete genome
9632857	Pseudoalteromonas phage PM2, complete genome
28209379	Tomato leaf curl Gujarat virus - [Varanasi] segment A, complete sequence
28209386	Tomato leaf curl Gujarat virus - [Varanasi] segment B, complete sequence
28380571	Tomato yellow leaf curl Malaga virus, complete genome
28872846	Cotton leaf curl Alabad virus, complete genome
28872853	Cotton leaf curl Kokhran virus, complete genome
28913321	Cotton leaf curl Multan virus, complete genome
28972962	Tomato leaf curl New Delhi virus DNA A, complete sequence
28972971	Tomato leaf curl New Delhi virus DNA B, complete sequence
28976184	Tomato leaf curl Laos virus, complete genome
28976177	Tomato leaf curl Bangladesh virus, complete genome
29028563	Staphylococcus phage 11, complete genome
29028617	Staphylococcus prophage phi 12, complete genome
29028667	Staphylococcus prophage phi 13, complete genome
29135250	Ageratum yellow vein Taiwan virus, complete genome
29135243	Chilli leaf curl virus, complete genome
29134936	Pseudomonas phage phiKZ, complete genome
29171762	Malvastrum yellow vein virus, complete genome
315111550	Sida golden yellow vein virus-[Jamaica:Liguanea2:2008] DNA-A, complete genome
315111586	Sida golden yellow vein virus-[Jamaica:Liguanea2:2008] DNA-B, complete genome
29243846	Sida mottle virus, complete genome
29243860	Potato yellow mosaic Trinidad virus DNA A, complete sequence
29251557	Potato yellow mosaic Trinidad virus DNA B, complete sequence
29243888	Sweet potato leaf curl Georgia virus, complete genome
166162027	Rhynchosia golden mosaic virus DNA B, complete sequence
166162030	Rhynchosia golden mosaic virus DNA A, complete sequence
29294566	Tomato leaf curl Sri Lanka virus, complete genome
29294559	Tomato leaf curl Malaysia virus, complete genome
29294597	Tobacco leaf curl Japan virus, complete genome
29337256	Sida golden mosaic Costa Rica virus DNA A, complete sequence
29337258	Sida golden mosaic Costa Rica virus DNA B, complete sequence
29337260	Sida golden mosaic Honduras virus DNA A, complete sequence
29337266	Sida golden mosaic Honduras virus DNA B, complete sequence
29337269	Sida yellow vein virus DNA A, complete sequence
29337275	Sida yellow vein virus DNA B, complete sequence
29366701	Pseudomonas phage gh-1, complete genome
29501756	Okra yellow vein mosaic virus, complete genome
29502195	Tomato curly stunt virus, complete genome
29565743	Staphylococcus phage phiP68, complete genome
29565879	Mycobacterium phage Cjw1, complete genome
29566108	Mycobacterium phage Che9c, complete genome
29566284	Mycobacterium phage Corndog, complete genome
29566737	Mycobacterium phage Omega, complete genome
29566975	Mycobacterium phage Barnyard, complete genome
29566021	Mycobacterium phage Bxz2, complete genome
40806958	Streptomyces phage phiBT1, complete genome
29742044	LuIII virus, complete genome
30039743	Vibrio phage VGJphi, complete genome
30065704	Yersinia phage L-413C, complete genome
30089861	Lactococcus phage 4268, complete genome
30146803	Beet mild curly top virus - [Worland4], complete genome
313843958	Budgerigar fledgling disease virus - 1, complete genome
30518360	Goose hemorrhagic polyomavirus, complete genome
31044225	Enterobacteria phage BP-4795, complete genome
31072008	Streptococcus phage C1, complete genome
31343652	Methanothermobacter prophage psiM100, complete genome
31442397	Loofa yellow mosaic virus DNA A, complete sequence
31442404	Loofa yellow mosaic virus DNA B, complete sequence
31880044	Enterobacteria phage SP6, complete genome
32128412	Xanthomonas phage Xp10, complete genome
302861121	Stx1 converting phage, complete genome
32453825	Halovirus HF1, complete genome
32469420	Streptococcus phage SM1, complete genome
32493264	Tomato leaf curl Java virus, complete genome
32493271	Tomato leaf curl Philippines virus, complete genome
32698539	Adoxophyes orana granulovirus, complete genome
33235697	Myzus persicae densovirus, complete genome
33438961	Tomato yellow leaf curl Thailand virus associated DNA 1, complete genome
33620426	Enterobacteria phage RB49, complete genome
33622203	Cryptophlebia leucotreta granulovirus, complete genome
30146791	Sugarcane streak Reunion virus, complete genome
29566193	Mycobacterium phage Rosebush, complete genome
91214206	Burkholderia phage BcepNazgul, complete genome
